e23bef5429c69bf7708e2789af21f7a00f3d261f,DELETE,regular-file,src/main/resources/images/final_5c11541fb472020012f692e0.jpg,346861,
5b045ff3e1e8c8c3a58af89a6f0fff21f3525251,DELETE,regular-file,src/main/resources/images/image0.jpg,214627,
cdbc603e58739821d918ddbbc4a83167f9e10bd4,DELETE,regular-file,src/main/resources/images/sbo.jpg,96618,
